IATA,Name,City,Official Country Name
GOY,Amparai Airport,Amparai,Democratic Socialist Republic of Sri Lanka
HIM,Minneriya Airport,Hingurakgoda,Democratic Socialist Republic of Sri Lanka
JAF,Jaffna International Airport,Jaffna,Democratic Socialist Republic of Sri Lanka
KCT,Koggala Airport,Galle,Democratic Socialist Republic of Sri Lanka
KTY,Katukurunda Airport,Kalutara,Democratic Socialist Republic of Sri Lanka
GIU,Sigiriya Airport,Sigiriya,Democratic Socialist Republic of Sri Lanka
TRR,China-Bay Airport,Trincomalee,Democratic Socialist Republic of Sri Lanka
WRZ,Wirawila Airport,Weerawila,Democratic Socialist Republic of Sri Lanka
HRI,Mattala Rajapaksa International Airport,Hambantota,Democratic Socialist Republic of Sri Lanka
BBM,Battambang Airport,Battambang,Kingdom of Cambodia
RBE,Ratanakiri Airport,Ratanakiri,Kingdom of Cambodia
SAI,Siem Reap Angkor International Airport,Siem Reap,Kingdom of Cambodia
KOS,Sihanoukville International Airport,Sihanukville,Kingdom of Cambodia
KTI,Techo International Airport,Krong Ta Khmau,Kingdom of Cambodia
AZH,Azamgarh Airport,Azamgarh,Republic of India
AHA,Maa Mahamaya Airport,Ambikapur,Republic of India
IXA,Agartala Airport,Agartala,Republic of India
AYJ,Maharishi Valmiki International Airport,Ayodhya,Republic of India
IXB,Bagdogra Airport,Siliguri,Republic of India
RGH,Balurghat Airport,Balurghat,Republic of India
SHL,Shillong Airport,Shillong,Republic of India
VNS,Lal Bahadur Shastri Airport,Varanasi,Republic of India
BBI,Biju Patnaik Airport,Bhubaneswar,Republic of India
CCU,Netaji Subhash Chandra Bose International Airport,Kolkata,Republic of India
CWK,Chitrakoot Airport,Chitrakoot,Republic of India
DGH,Deoghar Airport,Deoghar,Republic of India
DEP,Daporijo Airport,Daporijo,Republic of India
GOP,Gorakhpur Airport,Gorakhpur,Republic of India
GAU,Lokpriya Gopinath Bordoloi International Airport,Guwahati,Republic of India
HGI,Donyi Polo Airport,Itanagar,Republic of India
IMF,Imphal Airport,Imphal,Republic of India
JRG,Jharsuguda Airport,Veer Surendra Sai,Republic of India
PYB,Jeypore Airport,Jeypore,Republic of India
JRH,Jorhat Airport,Jorhat,Republic of India
IXS,Silchar Airport,Silchar,Republic of India
IXN,Khowai Airport,Khowai,Republic of India
AJL,Lengpui Airport,Aizawl,Republic of India
IXI,North Lakhimpur Airport,Lilabari,Republic of India
LDA,Malda Airport,Malda,Republic of India
DIB,Dibrugarh Airport,Dibrugarh,Republic of India
DMU,Dimapur Airport,Dimapur,Republic of India
IXT,Pasighat Airport,Pasighat,Republic of India
PAT,Lok Nayak Jayaprakash Airport,Patna,Republic of India
PYG,Pakyong Airport,Pakyong,Republic of India
IXR,Birsa Munda Airport,Ranchi,Republic of India
TEI,Tezu Airport,Tezu,Republic of India
BZL,Barisal Airport,Barisal,People's Republic of Bangladesh
CXB,Cox's Bazar Airport,Cox's Bazar,People's Republic of Bangladesh
CGP,Shah Amanat International Airport,Chittagong,People's Republic of Bangladesh
DAC,Dhaka / Hazrat Shahjalal International Airport,Dhaka,People's Republic of Bangladesh
JSR,Jessore Airport,Jashahor,People's Republic of Bangladesh
RJH,Shah Mokhdum Airport,Rajshahi,People's Republic of Bangladesh
SPD,Saidpur Airport,Saidpur,People's Republic of Bangladesh
ZYL,Osmany International Airport,Sylhet,People's Republic of Bangladesh
HKG,Chek Lap Kok International Airport,Hong Kong,Hong Kong Special Administrative Region of China
IXD,Allahabad Airport,Allahabad,Republic of India
ATQ,Sri Guru Ram Dass Jee International Airport Amritsar,Amritsar,Republic of India
BKB,Nal Airport,Bikaner,Republic of India
IXC,Chandigarh Airport,Chandigarh,Republic of India
KNU,Kanpur Chakeri Airport,Kanpur,Republic of India
DED,Dehradun Airport,Dehradun,Republic of India
DEL,Indira Gandhi International Airport,New Delhi,Republic of India
GWL,Gwalior Airport,Gwalior,Republic of India
HWR,Halwara International Airport,Ludhiana,Republic of India
JDH,Jodhpur Airport,Jodhpur,Republic of India
JAI,Jaipur International Airport,Jaipur,Republic of India
IXJ,Jammu Airport,Jammu,Republic of India
KQH,"Kishangarh Airport, Ajmer",Kishangarh,Republic of India
LUH,Ludhiana Airport,Ludhiana,Republic of India
IXL,Leh Kushok Bakula Rimpochee Airport,Leh,Republic of India
LKO,Chaudhary Charan Singh International Airport,Lucknow,Republic of India
DXN,Noida International Airport,Jewar,Republic of India
PGH,Pantnagar Airport,Pantnagar,Republic of India
SXR,Sheikh ul Alam Airport,Srinagar,Republic of India
VSV,Shravasti Airport,Shravasti,Republic of India
PCQ,Boun Neau Airport,Boun Neau,Lao People's Democratic Republic
LPQ,Luang Phabang International Airport,Luang Phabang,Lao People's Democratic Republic
LXG,Luang Namtha Airport,Luang Namtha,Lao People's Democratic Republic
NEU,Nong Khang Airport,Nong Khang,Lao People's Democratic Republic
ODY,Oudomsay Airport,Oudomsay,Lao People's Democratic Republic
PKZ,Pakse International Airport,Pakse,Lao People's Democratic Republic
ZBY,Sayaboury Airport,Sayaboury,Lao People's Democratic Republic
THK,Thakhek Airport,Thakhek,Lao People's Democratic Republic
VTE,Wattay International Airport,Vientiane,Lao People's Democratic Republic
XKH,Xieng Khouang Airport,Xieng Khouang,Lao People's Democratic Republic
MFM,Macau International Airport,Taipa,Macao Special Administrative Region of China
BHP,Bhojpur Airport,Bhojpur,Federal Democratic Republic of Nepal
BHR,Bharatpur Airport,Bharatpur,Federal Democratic Republic of Nepal
BJU,Bajura Airport,Bajura,Federal Democratic Republic of Nepal
BIT,Baitadi Airport,Baitadi,Federal Democratic Republic of Nepal
BWA,Bhairahawa Airport,Bhairawa,Federal Democratic Republic of Nepal
BDP,Bhadrapur Airport,Bhadrapur,Federal Democratic Republic of Nepal
DNP,Tulsipur Airport,Dang,Federal Democratic Republic of Nepal
DHI,Dhangarhi Airport,Dhangarhi,Federal Democratic Republic of Nepal
DOP,Dolpa Airport,Dolpa,Federal Democratic Republic of Nepal
SIH,Silgadi Doti Airport,Silgadi Doti,Federal Democratic Republic of Nepal
JIR,Jiri Airport,Jiri,Federal Democratic Republic of Nepal
JUM,Jumla Airport,Jumla,Federal Democratic Republic of Nepal
JKR,Janakpur Airport,Janakpur,Federal Democratic Republic of Nepal
JMO,Jomsom Airport,Jomsom,Federal Democratic Republic of Nepal
KTM,Tribhuvan International Airport,Kathmandu,Federal Democratic Republic of Nepal
LDN,Lamidanda Airport,Lamidanda,Federal Democratic Republic of Nepal
LUA,Lukla Airport,Lukla,Federal Democratic Republic of Nepal
LTG,Langtang Airport,Langtang,Federal Democratic Republic of Nepal
MEY,Meghauli Airport,Meghauli,Federal Democratic Republic of Nepal
KEP,Nepalgunj Airport,Nepalgunj,Federal Democratic Republic of Nepal
PKR,Pokhara Airport,Pokhara,Federal Democratic Republic of Nepal
PPL,Phaplu Airport,Phaplu,Federal Democratic Republic of Nepal
RJB,Rajbiraj Airport,Rajbiraj,Federal Democratic Republic of Nepal
RHP,Ramechhap Airport,Ramechhap,Federal Democratic Republic of Nepal
RUK,Rukumkot Airport,Rukumkot,Federal Democratic Republic of Nepal
RUM,Rumjatar Airport,Rumjatar,Federal Democratic Republic of Nepal
SIF,Simara Airport,Simara,Federal Democratic Republic of Nepal
SKH,Surkhet Airport,Surkhet,Federal Democratic Republic of Nepal
FEB,Sanfebagar Airport,Sanfebagar,Federal Democratic Republic of Nepal
IMK,Simikot Airport,Simikot,Federal Democratic Republic of Nepal
TPJ,Suketar Airport,Taplejung,Federal Democratic Republic of Nepal
TPU,Tikapur Airport,Tikapur,Federal Democratic Republic of Nepal
TMI,Tumling Tar Airport,Tumling Tar,Federal Democratic Republic of Nepal
BIR,Biratnagar Airport,Biratnagar,Federal Democratic Republic of Nepal
BEP,Bellary Airport,Bellary,Republic of India
BLR,Bengaluru International Airport,Bangalore,Republic of India
CJB,Coimbatore International Airport,Coimbatore,Republic of India
COK,Cochin International Airport,Cochin,Republic of India
CCJ,Calicut International Airport,Calicut,Republic of India
GOX,Manohar International Airport,Mopa,Republic of India
GBI,Kalaburagi,Gulbarga,Republic of India
GOI,Dabolim Airport,Dabolim,Republic of India
HYD,Rajiv Gandhi International Airport Shamshabad,Hyderabad,Republic of India
BPM,Begumpet Airport,Hyderabad,Republic of India
CNN,Kannur International Airport,Mattannur,Republic of India
KJB,Kurnool Airport,Kurnool,Republic of India
IXM,Madurai Airport,Madurai,Republic of India
IXE,Mangalore International Airport,Mangalore,Republic of India
MAA,Chennai International Airport,Chennai,Republic of India
MYQ,Mysore Airport,Mysore,Republic of India
IXZ,Vir Savarkar International Airport,Port Blair,Republic of India
RJA,Rajahmundry Airport,Rajahmundry,Republic of India
RQY,Shivamogga Airport,Shimoga,Republic of India
TJV,Tanjore Air Force Base,Thanjavur,Republic of India
TIR,Tirupati Airport,Tirupati,Republic of India
TRZ,Tiruchirapally Civil Airport Airport,Tiruchirappally,Republic of India
TRV,Trivandrum International Airport,Trivandrum,Republic of India
VTZ,Vishakhapatnam Airport,Visakhapatnam,Republic of India
WGC,Warangal Airport,Warrangal,Republic of India
BUT,Bathbalathang Domestic Airport,Jakar,Kingdom of Bhutan
GLU,Gelephu Airport,Gelephu,Kingdom of Bhutan
PBH,Paro Airport,Paro,Kingdom of Bhutan
HRF,Hoarafushi Airport,Hoarafushi,Republic of Maldives
HDK,Kulhudhuffushi Airport,Kulhudhuffushi,Republic of Maldives
FND,Funadhoo Airport,Funadhoo,Republic of Maldives
NMF,Maafaru International Airport,Maafaru,Republic of Maldives
IFU,Ifuru Airport,Ifuru,Republic of Maldives
LMV,Madivaru Airport,Madivaru,Republic of Maldives
DRV,Dharavandhoo Airport,Dharavandhoo,Republic of Maldives
FVM,Fuvahmulah Airport,Fuvahmulah Island,Republic of Maldives
GAN,Gan International Airport,Gan,Republic of Maldives
HAQ,Hanimaadhoo International Airport,Haa Dhaalu,Republic of Maldives
KDO,Kadhdhoo Airport,Kadhdhoo,Republic of Maldives
MLE,Velana International Airport,Malé,Republic of Maldives
GKK,Kooddoo Airport,Kooddoo,Republic of Maldives
KDM,Kaadedhdhoo Airport,Huvadhu Atoll,Republic of Maldives
DDD,Kudahuvadhoo Dhaalu Airport,Dhaalu Atoll,Republic of Maldives
VAM,Villa International Airport,Maamigili,Republic of Maldives
TMF,Thimarafushi Airport,Thimarafushi,Republic of Maldives
RUL,Maavaarulaa Airport,Gadhdhoo,Republic of Maldives
DMK,Don Mueang International Airport,Bangkok,Kingdom of Thailand
KDT,Kamphaeng Saen Airport,Nakhon Pathom,Kingdom of Thailand
BKK,Suvarnabhumi Airport,Bangkok,Kingdom of Thailand
UTP,U-Tapao International Airport,Rayong,Kingdom of Thailand
CNX,Chiang Mai International Airport,Chiang Mai,Kingdom of Thailand
PYY,Mae Hong Son Airport,Mae Hong Son,Kingdom of Thailand
CEI,Chiang Rai International Airport,Chiang Rai,Kingdom of Thailand
BAO,Udorn Air Base,Ban Mak Khaen,Kingdom of Thailand
HHQ,Hua Hin Airport,Hua Hin,Kingdom of Thailand
UTR,Uttaradit Airport,Uttaradit,Kingdom of Thailand
URT,Surat Thani Airport,Surat Thani,Kingdom of Thailand
NST,Nakhon Si Thammarat Airport,Nakhon Si Thammarat,Kingdom of Thailand
KBV,Krabi Airport,Krabi,Kingdom of Thailand
USM,Samui Airport,Na Thon (Ko Samui Island),Kingdom of Thailand
HKT,Phuket International Airport,Phuket,Kingdom of Thailand
HDY,Hat Yai International Airport,Hat Yai,Kingdom of Thailand
UTH,Udon Thani Airport,Udon Thani,Kingdom of Thailand
KKC,Khon Kaen Airport,Khon Kaen,Kingdom of Thailand
UBP,Ubon Ratchathani Airport,Ubon Ratchathani,Kingdom of Thailand
BMV,Buon Ma Thuot Airport,Buon Ma Thuot,Socialist Republic of Viet Nam
VCL,Chu Lai International Airport,Dung Quat Bay,Socialist Republic of Viet Nam
HPH,Cat Bi International Airport,Haiphong,Socialist Republic of Viet Nam
CAH,Ca Mau Airport,Ca Mau City,Socialist Republic of Viet Nam
CXR,Cam Ranh Airport,Nha Trang,Socialist Republic of Viet Nam
VCS,Co Ong Airport,Con Ong,Socialist Republic of Viet Nam
VCA,Tra Noc Airport,Can Tho,Socialist Republic of Viet Nam
DIN,Dien Bien Phu Airport,Dien Bien Phu,Socialist Republic of Viet Nam
VDH,Dong Hoi Airport,Dong Hoi,Socialist Republic of Viet Nam
DLI,Lien Khuong Airport,Dalat,Socialist Republic of Viet Nam
DAD,Da Nang International Airport,Da Nang,Socialist Republic of Viet Nam
HAN,Noi Bai International Airport,Hanoi,Socialist Republic of Viet Nam
SQH,Na-San Airport,Son-La,Socialist Republic of Viet Nam
HUI,Phu Bai Airport,Hue,Socialist Republic of Viet Nam
UIH,Phu Cat Airport,Quy Nohn,Socialist Republic of Viet Nam
PXU,Pleiku Airport,Pleiku,Socialist Republic of Viet Nam
PQC,Phu Quoc Airport,Duong Dong,Socialist Republic of Viet Nam
PHA,Phan Rang Airport,Phan Rang,Socialist Republic of Viet Nam
PHH,Phan Thiet Airport,Phan Thiet,Socialist Republic of Viet Nam
VKG,Rach Gia Airport,Rach Gia,Socialist Republic of Viet Nam
TBB,Dong Tac Airport,Tuy Hoa,Socialist Republic of Viet Nam
SGN,Tan Son Nhat International Airport,Ho Chi Minh City,Socialist Republic of Viet Nam
THD,Thọ Xuân Airport,Thanh Hóa,Socialist Republic of Viet Nam
VDO,Van Don International Airport,Vân Đồn,Socialist Republic of Viet Nam
VII,Vinh Airport,Vinh,Socialist Republic of Viet Nam
VTG,Vung Tau Airport,Vung Tau,Socialist Republic of Viet Nam
VBA,Ann Airport,Aeng,Republic of Myanmar
NYU,Bagan Airport,Nyaung U,Republic of Myanmar
BMO,Banmaw Airport,Banmaw,Republic of Myanmar
VBP,Bokpyinn Airport,Bokpyinn,Republic of Myanmar
TVY,Dawei Airport,Dawei,Republic of Myanmar
NYT,Naypyidaw Airport,Pyinmana,Republic of Myanmar
GAW,Gangaw Airport,Gangaw,Republic of Myanmar
GWA,Gwa Airport,Gwa,Republic of Myanmar
HEH,Heho Airport,Heho,Republic of Myanmar
HOX,Hommalinn Airport,Hommalinn,Republic of Myanmar
TIO,Tilin Airport,Tilin,Republic of Myanmar
KET,Kengtung Airport,Kengtung,Republic of Myanmar
KHM,Kanti Airport,Kanti,Republic of Myanmar
KMV,Kalay Airport,Kalemyo,Republic of Myanmar
KYP,Kyaukpyu Airport,Kyaukpyu,Republic of Myanmar
KAW,Kawthoung Airport,Kawthoung,Republic of Myanmar
KYT,Kyauktu Airport,Kyauktu,Republic of Myanmar
LIW,Loikaw Airport,Loikaw,Republic of Myanmar
LSH,Lashio Airport,Lashio,Republic of Myanmar
MDL,Mandalay International Airport,Mandalay,Republic of Myanmar
MGZ,Myeik Airport,Mkeik,Republic of Myanmar
MYT,Myitkyina Airport,Myitkyina,Republic of Myanmar
MNU,Mawlamyine Airport,Mawlamyine,Republic of Myanmar
MGU,Manaung Airport,Manaung,Republic of Myanmar
MOG,Mong Hsat Airport,Mong Hsat,Republic of Myanmar
MGK,Mong Tong Airport,Mong Tong,Republic of Myanmar
MWQ,Magway Airport,Magway,Republic of Myanmar
NYW,Monywar Airport,Monywar,Republic of Myanmar
NMS,Namsang Airport,Namsang,Republic of Myanmar
PAU,Pauk Airport,Pauk,Republic of Myanmar
BSX,Pathein Airport,Pathein,Republic of Myanmar
PPU,Hpapun Airport,Pa Pun,Republic of Myanmar
PBU,Putao Airport,Putao,Republic of Myanmar
PKK,Pakhokku Airport,Pakhokku,Republic of Myanmar
PRU,Pyay Airport,Pye,Republic of Myanmar
AKY,Sittwe Airport,Sittwe,Republic of Myanmar
SNW,Thandwe Airport,Thandwe,Republic of Myanmar
THL,Tachileik Airport,Tachileik,Republic of Myanmar
RGN,Yangon International Airport,Yangon,Republic of Myanmar
TQQ,Maranggo Airport,Waha-Tomea Island,Republic of Indonesia
UPG,Hasanuddin International Airport,Ujung Pandang-Celebes Island,Republic of Indonesia
BIK,Frans Kaisiepo Airport,Biak-Supiori Island,Republic of Indonesia
ONI,Moanamani Airport,Moanamani-Papua Island,Republic of Indonesia
FOO,Kornasoren Airfield,Kornasoren-Numfoor Island,Republic of Indonesia
WET,Wagethe Airport,Wagethe-Papua Island,Republic of Indonesia
NBX,Nabire Airport,Nabire-Papua Island,Republic of Indonesia
ILA,Illaga Airport,Illaga-Papua Island,Republic of Indonesia
KOX,Kokonau Airport,Kokonau-Papua Island,Republic of Indonesia
ZRI,Serui Airport,Serui-Japen Island,Republic of Indonesia
TIM,Moses Kilangin Airport,Timika-Papua Island,Republic of Indonesia
EWI,Enarotali Airport,Enarotali-Papua Island,Republic of Indonesia
BMU,Muhammad Salahuddin Airport,Bima-Sumbawa Island,Republic of Indonesia
DPS,Ngurah Rai (Bali) International Airport,Denpasar-Bali Island,Republic of Indonesia
LOP,Bandara International Lombok Airport,Mataram,Republic of Indonesia
SWQ,Sumbawa Besar Airport,Sumbawa Island,Republic of Indonesia
TMC,Tambolaka Airport,Waikabubak-Sumba Island,Republic of Indonesia
WGP,Waingapu Airport,Waingapu-Sumba Island,Republic of Indonesia
GXM,Kuala Kurun,Kuala Kurun,Republic of Indonesia
YIA,Yogyakarta International Airport,"Yogyakarta, Java Island",Republic of Indonesia
ARJ,Arso Airport,Arso-Papua Island,Republic of Indonesia
BUI,Bokondini Airport,Bokondini-Papua Island,Republic of Indonesia
ZRM,Sarmi Airport,Sarmi-Papua Island,Republic of Indonesia
DJJ,Sentani International Airport,Jayapura-Papua Island,Republic of Indonesia
LHI,Lereh Airport,Lereh-Papua Island,Republic of Indonesia
LII,Mulia Airport,Mulia-Papua Island,Republic of Indonesia
OKL,Oksibil Airport,Oksibil-Papua Island,Republic of Indonesia
WAR,Waris Airport,Waris-Papua Island,Republic of Indonesia
SEH,Senggeh Airport,Senggeh-Papua Island,Republic of Indonesia
UBR,Ubrub Airport,Ubrub-Papua Island,Republic of Indonesia
WMX,Wamena Airport,Wamena-Papua Island,Republic of Indonesia
MDP,Mindiptana Airport,Mindiptana-Papua Island,Republic of Indonesia
BXD,Bade Airport,Bade-Papua Island,Republic of Indonesia
MKQ,Mopah Airport,Merauke-Papua Island,Republic of Indonesia
OKQ,Okaba Airport,Okaba-Papua Island,Republic of Indonesia
KEI,Kepi Airport,Kepi-Papua Island,Republic of Indonesia
TMH,Tanah Merah Airport,Tanah Merah-Papua Island,Republic of Indonesia
TJS,Tanjung Harapan Airport,"Tanjung Selor, Borneo Island",Republic of Indonesia
DTD,Datadawai Airport,"Datadawai, Borneo Island",Republic of Indonesia
